"mainEstMean_1" "mainEstMean_2" "mainEstMean_3" "mainEstMean_4" "mainEstMean_5" "mainEstMean_6" "mainEstMed_1" "mainEstMed_2" "mainEstMed_3" "mainEstMed_4" "mainEstMed_5" "mainEstMed_6" "mainEstVar_1" "mainEstVar_2" "mainEstVar_3" "mainEstVar_4" "mainEstVar_5" "mainEstVar_6" "biasMainMean_1" "biasMainMean_2" "biasMainMean_3" "biasMainMean_4" "biasMainMean_5" "biasMainMean_6" "biasMainMed_1" "biasMainMed_2" "biasMainMed_3" "biasMainMed_4" "biasMainMed_5" "biasMainMed_6" "crossEstMean_1" "crossEstMean_2" "crossEstMean_3" "crossEstMean_4" "crossEstMean_5" "crossEstMean_6" "crossEstMed_1" "crossEstMed_2" "crossEstMed_3" "crossEstMed_4" "crossEstMed_5" "crossEstMed_6" "crossEstVar_1" "crossEstVar_2" "crossEstVar_3" "crossEstVar_4" "crossEstVar_5" "crossEstVar_6" "biasCrossMean_1" "biasCrossMean_2" "biasCrossMean_3" "biasCrossMean_4" "biasCrossMean_5" "biasCrossMean_6" "biasCrossMed_1" "biasCrossMed_2" "biasCrossMed_3" "biasCrossMed_4" "biasCrossMed_5" "biasCrossMed_6" "thetaEstMean_1" "thetaEstMean_2" "thetaEstMean_3" "thetaEstMean_4" "thetaEstMean_5" "thetaEstMean_6" "thetaEstMed_1" "thetaEstMed_2" "thetaEstMed_3" "thetaEstMed_4" "thetaEstMed_5" "thetaEstMed_6" "thetaEstVar_1" "thetaEstVar_2" "thetaEstVar_3" "thetaEstVar_4" "thetaEstVar_5" "thetaEstVar_6" "biasThetaMean_1" "biasThetaMean_2" "biasThetaMean_3" "biasThetaMean_4" "biasThetaMean_5" "biasThetaMean_6" "biasThetaMed_1" "biasThetaMed_2" "biasThetaMed_3" "biasThetaMed_4" "biasThetaMed_5" "biasThetaMed_6" "2.5%_1" "2.5%_2" "2.5%_3" "2.5%_4" "2.5%_5" "2.5%_6" "97.5%_1" "97.5%_2" "97.5%_3" "97.5%_4" "97.5%_5" "97.5%_6" "5%_1" "5%_2" "5%_3" "5%_4" "5%_5" "5%_6" "95%_1" "95%_2" "95%_3" "95%_4" "95%_5" "95%_6" "10%_1" "10%_2" "10%_3" "10%_4" "10%_5" "10%_6" "90%_1" "90%_2" "90%_3" "90%_4" "90%_5" "90%_6" "25%_1" "25%_2" "25%_3" "25%_4" "25%_5" "25%_6" "75%_1" "75%_2" "75%_3" "75%_4" "75%_5" "75%_6" "isZeroTres0.10Mean_1" "isZeroTres0.10Mean_2" "isZeroTres0.10Mean_3" "isZeroTres0.10Mean_4" "isZeroTres0.10Mean_5" "isZeroTres0.10Mean_6" "isZeroTres0.10Med_1" "isZeroTres0.10Med_2" "isZeroTres0.10Med_3" "isZeroTres0.10Med_4" "isZeroTres0.10Med_5" "isZeroTres0.10Med_6" "isZeroTres0.15Mean_1" "isZeroTres0.15Mean_2" "isZeroTres0.15Mean_3" "isZeroTres0.15Mean_4" "isZeroTres0.15Mean_5" "isZeroTres0.15Mean_6" "isZeroTres0.15Med_1" "isZeroTres0.15Med_2" "isZeroTres0.15Med_3" "isZeroTres0.15Med_4" "isZeroTres0.15Med_5" "isZeroTres0.15Med_6" "isZeroTres0.05Mean_1" "isZeroTres0.05Mean_2" "isZeroTres0.05Mean_3" "isZeroTres0.05Mean_4" "isZeroTres0.05Mean_5" "isZeroTres0.05Mean_6" "isZeroTres0.05Med_1" "isZeroTres0.05Med_2" "isZeroTres0.05Med_3" "isZeroTres0.05Med_4" "isZeroTres0.05Med_5" "isZeroTres0.05Med_6" "isZeroTres0Mean_1" "isZeroTres0Mean_2" "isZeroTres0Mean_3" "isZeroTres0Mean_4" "isZeroTres0Mean_5" "isZeroTres0Mean_6" "isZeroTres0Med_1" "isZeroTres0Med_2" "isZeroTres0Med_3" "isZeroTres0Med_4" "isZeroTres0Med_5" "isZeroTres0Med_6" "isZero95CI_1" "isZero95CI_2" "isZero95CI_3" "isZero95CI_4" "isZero95CI_5" "isZero95CI_6" "isZero90CI_1" "isZero90CI_2" "isZero90CI_3" "isZero90CI_4" "isZero90CI_5" "isZero90CI_6" "isZero80CI_1" "isZero80CI_2" "isZero80CI_3" "isZero80CI_4" "isZero80CI_5" "isZero80CI_6" "isZero50CI_1" "isZero50CI_2" "isZero50CI_3" "isZero50CI_4" "isZero50CI_5" "isZero50CI_6" "factCorrEstMean" "factCorrEstMed" "factCorrEstVar" "biasFactCorrMean" "biasFactCorrMed" "prior" "sigma" "N" "cross" "iteration" "pos"
0.761153258095 0.8093974263375 0.298596447664813 0.236577739733375 0.5088406559475 0.465500691585875 0.743625 0.8030885 0.30496 0.2229505 0.528548 0.480085 0.0437442249921804 0.052953955470902 0.0273133522691647 0.0192586195047389 0.0959895344208158 0.0766974142454764 0.261153258095 0.0593974263375 0.0485964476648125 0.136577739733375 0.00884065594750005 0.215500691585875 0.243625 0.0530885 0.05496 0.1229505 0.028548 0.230085 0.102285315211164 0.0465388297320325 -0.104969605011138 -0.139383986082737 0.0308809615161875 0.213168029595295 0.116851 0.05551565 -0.09890565 -0.1401035 0.034178 0.2207905 0.0231881886091599 0.0623991238185424 0.0495131835168156 0.0660325488752907 0.0655965846460809 0.0303248335788408 0.401995907897375 0.601995907897375 0.601995907897375 0.601995907897375 0.601995907897375 0.401995907897375 0.5568635 0.7568635 0.7568635 0.7568635 0.7568635 0.5568635 0.19819612355375 0.38207536131125 0.22533322155 0.227845752875 0.41176421893 0.22899171829875 0.200833 0.3839485 0.2218805 0.22538 0.4104125 0.231194 0.00651376979505137 0.0109852403209223 0.00180805382893796 0.00139928015620708 0.00885870631478545 0.00428356284658751 0.10180387644625 0.08207536131125 0.07466677845 0.072154247125 0.11176421893 0.07100828170125 0.099167 0.0839485 0.0781195 0.07462 0.1104125 0.068806 -0.239182975 -0.47306195 -0.561056375 -0.6290271 -0.477990275 -0.171132325 0.35886305 0.507042475 0.31889605 0.390278325 0.517543775 0.53476945 -0.16674165 -0.3723902 -0.48099855 -0.5484173 -0.38832765 -0.084987175 0.3223247 0.4406656 0.2443476 0.28827155 0.4469914 0.47952255 -0.09307041 -0.2799318 -0.3904771 -0.458042 -0.2996852 -0.003453805 0.2798982 0.3581705 0.1622019 0.1811042 0.3547678 0.4230117 0.01321455 -0.11182325 -0.24417725 -0.308901 -0.13842025 0.108418 0.206303 0.215977 0.044832075 0.0218139 0.20617775 0.33023225 1 0 1 1 0 1 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0.601995907897375 0.7568635 0.173530421624362 0.101995907897375 0.2568635 "SVNP" 0.316227766016838 100 0.2 23 23
0.491987498311875 0.657540263865 0.285953421560137 0.130613999207809 0.14240217513675 0.117923677342488 0.483015 0.6591215 0.3012485 0.111779 0.3722915 0.216277 0.0290644215973226 0.0499325297881977 0.0436172991910399 0.00999607306637247 0.278891908428274 0.102643510381258 0.00801250168812501 0.092459736135 0.0359534215601375 0.0306139992078087 0.35759782486325 0.132076322657513 0.016985 0.0908785 0.0512485 0.011779 0.1277085 0.033723 0.244349789407875 -0.0564266717377375 0.0721336375465512 0.0940255305398 0.105278325942312 0.126308119413387 0.2492425 -0.0614324 0.0868283 0.0921936 0.109143 0.183579 0.0159387103251101 0.084468298565179 0.0394885292875234 0.0446233044661364 0.0633415627235648 0.0741989673595119 0.1767601020705 0.0232398979295 0.0232398979295 0.0232398979295 0.0232398979295 0.1767601020705 0.1648147 0.0351853 0.0351853 0.0351853 0.0351853 0.1648147 0.26631315076 0.48490989340625 0.3263397722 0.326428416625 0.23659000407325 0.34326309302375 0.2686335 0.4868655 0.324063 0.322232 0.2399775 0.3417575 0.00651039704357106 0.0201301974117082 0.00504873992503608 0.00300612087085466 0.0113412105834405 0.00501420170365018 0.03368684924 0.18490989340625 0.0263397722 0.026428416625 0.06340999592675 0.04326309302375 0.0313665 0.1868655 0.024063 0.022232 0.0600225 0.0417575 -0.0314518075 -0.613801675 -0.348243575 -0.325060175 -0.398207675 -0.416398775 0.484237174999999 0.518230449999999 0.4309965 0.523283 0.58162295 0.563571825 0.03093572 -0.5248221 -0.27420315 -0.24586985 -0.3103715 -0.3464559 0.43549585 0.429872749999999 0.3649749 0.4438247 0.51747075 0.50306325 0.09504161 -0.4199372 -0.1843983 -0.1675044 -0.2158891 -0.258398 0.390032 0.3246739 0.3076753 0.3620594 0.4242187 0.435342 0.1747285 -0.257324 -0.053478825 -0.0420431 -0.063491375 -0.087634275 0.320908 0.13666 0.206837 0.2296255 0.27662975 0.33370025 1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0.0232398979295 0.0351853 0.328251328441704 0.4767601020705 0.4648147 "SVNP" 0.316227766016838 100 0.2 5 5
0.433190455658625 0.79584607586125 0.28263592435875 0.237983242594811 0.294999572593594 0.122623153016112 0.418056 0.8299025 0.3057555 0.2044475 0.323127 0.124719 0.0405987943919253 0.123878333399708 0.0942651215258879 0.031303046314926 0.1140668477815 0.0501989978951823 0.066809544341375 0.04584607586125 0.03263592435875 0.137983242594811 0.205000427406406 0.127376846983888 0.081944 0.0799025 0.0557555 0.1044475 0.176873 0.125281 0.087887925605775 0.08033687498525 0.0859846143485125 -0.0722964965705675 0.001570748784875 0.251363296405375 0.1155035 0.102901 0.1123315 -0.08046125 -0.003476875 0.2766335 0.0442186713143097 0.0704831968207478 0.0367239255621459 0.0635301815121727 0.0941084750903085 0.0750422848551682 0.217831348912625 0.417831348912625 0.417831348912625 0.417831348912625 0.417831348912625 0.217831348912625 0.501819 0.701819 0.701819 0.701819 0.701819 0.501819 0.222276781416125 0.215906236116625 0.29984151431375 0.2669479446125 0.43570076243875 0.334014143625 0.225098 0.2145185 0.302401 0.264682 0.438045 0.3301525 0.00323551442131171 0.0118497462997387 0.00676712708065924 0.00228671662361595 0.00922299339912954 0.00315602601610326 0.077723218583875 0.084093763883375 0.000158485686249987 0.0330520553875 0.13570076243875 0.034014143625 0.074902 0.0854815 0.00240100000000004 0.035318 0.138045 0.0301525 -0.3917392 -0.4758659 -0.350443725 -0.550700125 -0.5909085 -0.3614617 0.4418941 0.542853475 0.409828374999999 0.459187925 0.615631175 0.725998025 -0.3034682 -0.38809685 -0.2579042 -0.47172385 -0.49190375 -0.25522325 0.37844785 0.47310215 0.3503992 0.36744855 0.520856999999999 0.65896215 -0.1928603 -0.2781812 -0.1650423 -0.3793287 -0.3803673 -0.1204667 0.3194386 0.3994544 0.293103 0.2564486 0.3995941 0.5741295 -0.03210335 -0.09070845 -0.019034325 -0.232369 -0.205504 0.092658825 0.23026875 0.270497 0.209739 0.074166775 0.2036865 0.43975175 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0.417831348912625 0.701819 0.367082788089107 0.082168651087375 0.201819 "SVNP" 0.316227766016838 100 0.2 21 21
0.56840515546375 0.73594013934875 0.23650938318775 0.234226501209124 0.566257475622875 0.324368302013125 0.5683635 0.7291965 0.2421125 0.2183525 0.6443265 0.355596 0.0327627066895871 0.0483563666352431 0.0263492851021041 0.0221917940303403 0.181278310268167 0.0782564088487215 0.06840515546375 0.01405986065125 0.01349061681225 0.134226501209124 0.066257475622875 0.074368302013125 0.0683635 0.0208035 0.00788749999999999 0.1183525 0.1443265 0.105596 0.25484969057025 -0.05619914991415 -0.126852912175319 0.10498064298225 -0.020514499474525 0.132104248431473 0.2736545 -0.0598189 -0.1172195 0.107746 -0.028873 0.1389805 0.0256656969302646 0.0786162716243571 0.0393687552797448 0.0420692970344415 0.0714700924810343 0.0292280458920482 0.260239326016375 0.460239326016375 0.460239326016375 0.460239326016375 0.460239326016375 0.260239326016375 0.459707 0.659707 0.659707 0.659707 0.659707 0.459707 0.165535477202975 0.33668239273875 0.466516652625 0.2075993647375 0.36583783666025 0.2786979213875 0.1659765 0.3399555 0.459859 0.2053025 0.373643 0.2789785 0.00328952880507811 0.010601011527811 0.00527167584365916 0.00150525546230529 0.017705904422822 0.00398735990271154 0.134464522797025 0.03668239273875 0.166516652625 0.0924006352625 0.06583783666025 0.0213020786125 0.1340235 0.0399555 0.159859 0.0946975 0.073643 0.0210215 -0.1072213 -0.616261575 -0.542415 -0.304364675 -0.52755125 -0.225980225 0.522234025 0.501492025 0.24571365 0.506354924999999 0.52061055 0.449912899999999 -0.035716485 -0.51274605 -0.4670082 -0.23287575 -0.44842365 -0.1607493 0.4843874 0.40472965 0.17593905 0.43974635 0.4352857 0.39619125 0.04472717 -0.4088948 -0.3764377 -0.1575893 -0.3567555 -0.08712077 0.4385144 0.3063081 0.103237 0.3616387 0.3261075 0.3386041 0.16296975 -0.24066725 -0.2448575 -0.0286236 -0.203634 0.027210125 0.36367375 0.1315455 0.003378625 0.24059975 0.1557255 0.24298025 1 0 1 1 0 1 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 0.460239326016375 0.659707 0.248588061797548 0.039760673983625 0.159707 "SVNP" 0.316227766016838 100 0.2 32 32
0.409580430543 0.7916049152625 0.243115912328625 0.129127336203375 -0.0119829694887125 -0.01431324200545 0.393064 0.823642 0.2647035 0.101121 -0.0504104 -0.04546485 0.0329621707291036 0.101275384422546 0.0455850678100061 0.0128516733895897 0.197423486097517 0.144860728360281 0.090419569457 0.0416049152625 0.00688408767137499 0.029127336203375 0.511982969488712 0.26431324200545 0.106936 0.073642 0.0147035 0.00112099999999998 0.5504104 0.29546485 0.146579921485712 0.0155035343069875 -0.00630874526098 0.0559890566061375 0.0851483239242075 0.041228531727075 0.15461 0.02701725 0.004912835 0.06132315 0.08169145 0.039268 0.0214683367068863 0.0634666883611901 0.0537194131305542 0.0669394065965118 0.0814353560503367 0.0631928391479501 0.224061386215288 0.0240613862152875 0.0240613862152875 0.0240613862152875 0.0240613862152875 0.224061386215288 0.27832755 0.07832755 0.07832755 0.07832755 0.07832755 0.27832755 0.326788754785 0.30838518267975 0.3185605824625 0.385098291 0.50033626686125 0.29247615641825 0.3318425 0.305801 0.31725 0.3803325 0.506429 0.2967425 0.00655060227850485 0.0269376210216108 0.00424487017729015 0.00371152866852939 0.0168602914094147 0.00651025863556251 0.026788754785 0.00838518267975003 0.0185605824625 0.085098291 0.20033626686125 0.00752384358175001 0.0318425 0.005801 0.01725 0.0803325 0.206429 0.00325749999999997 -0.177467675 -0.50413395 -0.48816365 -0.4543862 -0.467256425 -0.425315675 0.412405875 0.4876329 0.4453357 0.546360975 0.64177455 0.504184025 -0.093113755 -0.4017513 -0.40290965 -0.37860035 -0.37583325 -0.3515917 0.36163285 0.410305699999999 0.3531091 0.46650145 0.560017 0.4409102 -0.02238566 -0.305115 -0.3055632 -0.2793339 -0.2771586 -0.273034 0.3092851 0.3284643 0.2673818 0.3812761 0.4533677 0.3654837 0.0742642 -0.15263775 -0.15182675 -0.11882025 -0.10868875 -0.1463955 0.23375525 0.186473 0.143628 0.23344775 0.27627625 0.230524 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 -0.0240613862152875 -0.07832755 0.382950656181824 0.524061386215288 0.57832755 "SVNP" 0.316227766016838 100 0.2 31 31
0.4594576666 0.82636982227875 0.320347905081 0.203203992074625 0.52768336320875 0.283741065374125 0.448815 0.825121 0.329137 0.189989 0.588575 0.3039445 0.0260120966156995 0.0548248746665172 0.028839380969021 0.01634966990495 0.138533382601645 0.0513729202459171 0.0405423334 0.07636982227875 0.070347905081 0.103203992074625 0.02768336320875 0.033741065374125 0.051185 0.075121 0.079137 0.089989 0.088575 0.0539445 0.133361414480638 -0.06680120891435 -0.013227077058675 -0.00311933483509125 -0.0430086472641 0.18456488509525 0.1464605 -0.0717591 -0.001926325 0.000808124 -0.0539399 0.196668 0.0216474381163881 0.0789961124071601 0.0333760578539536 0.0382454349476075 0.0887374788834336 0.031614596562272 0.151565420451 0.351565420451 0.351565420451 0.351565420451 0.351565420451 0.151565420451 0.3215045 0.5215045 0.5215045 0.5215045 0.5215045 0.3215045 0.4351418151 0.313191425990875 0.310218012025 0.364113647625 0.286979263811125 0.2891176698125 0.433117 0.3136025 0.3066735 0.359069 0.2931125 0.2883345 0.00737286702707226 0.0249486962859147 0.00375955532581479 0.00374442696018148 0.0156733972326733 0.0035737080279289 0.1351418151 0.013191425990875 0.010218012025 0.064113647625 0.013020736188875 0.0108823301875 0.133117 0.0136025 0.0066735 0.059069 0.00688749999999999 0.0116655 -0.19474895 -0.609227825 -0.4007476 -0.4229471 -0.600694325 -0.20093615 0.385527875 0.4984947 0.318470925 0.367991625 0.5903721 0.49982075 -0.12211905 -0.51851725 -0.3297517 -0.33795705 -0.5080622 -0.12629565 0.3465977 0.40599465 0.26735625 0.3093711 0.4797423 0.45281165 -0.0500204 -0.4163618 -0.246092 -0.2428732 -0.4077325 -0.04660828 0.3022541 0.301211 0.2043454 0.2360523 0.3499551 0.3957575 0.04984375 -0.25748625 -0.1253935 -0.1231125 -0.244068 0.07824725 0.232092 0.120905 0.10672375 0.12557175 0.14327375 0.30561575 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0.351565420451 0.5215045 0.241040881372368 0.148434579549 0.0215045 "SVNP" 0.316227766016838 100 0.2 38 38
0.481938469433386 0.6516583376025 0.2705008934145 0.15843005251475 -0.0426879906221375 -0.0546559492573813 0.4785885 0.6725405 0.2898725 0.118798 -0.06431465 -0.07229675 0.0447145933327523 0.0895835248586883 0.0633675484199962 0.0206629798044849 0.127422655533752 0.0966829578187215 0.0180615305666137 0.0983416623975 0.0205008934145 0.05843005251475 0.542687990622137 0.304655949257381 0.0214115 0.0774595 0.0398725 0.018798 0.56431465 0.32229675 0.106416900758313 0.0596590207295125 0.008002857052175 0.04977654274074 0.047708319239825 0.0380870761652 0.111906 0.08080425 0.020825 0.05733635 0.0515667 0.0262761 0.0338977891873267 0.059515231241907 0.0527522351744408 0.0627062003716213 0.0784897249239102 0.0809149132789379 0.218758097401363 0.0187580974013625 0.0187580974013625 0.0187580974013625 0.0187580974013625 0.218758097401363 0.28209085 0.08209085 0.08209085 0.08209085 0.08209085 0.28209085 0.39162712479375 0.524047682027 0.355544949 0.316803878575 0.371968567995 0.35423760533875 0.393906 0.5318985 0.354786 0.313148 0.3768635 0.355747 0.0109281633240785 0.0302983376655159 0.00661975368181249 0.00302376137484557 0.00839127125291236 0.00555600007195208 0.09162712479375 0.224047682027 0.055544949 0.016803878575 0.071968567995 0.05423760533875 0.093906 0.2318985 0.054786 0.013148 0.0768635 0.055747 -0.31199115 -0.461902425 -0.482560925 -0.468685375 -0.50381105 -0.48533435 0.4802292 0.514158825 0.460305524999999 0.53433965 0.5970335 0.5838893 -0.21024065 -0.36555 -0.3908684 -0.3738126 -0.41461315 -0.40749635 0.3938835 0.42744585 0.37304895 0.45133675 0.503095449999999 0.5002525 -0.1016987 -0.2626401 -0.2848867 -0.2714461 -0.31136 -0.3166067 0.3111417 0.3471158 0.274575 0.3649523 0.4079624 0.4104219 0.0199974 -0.090383 -0.12709425 -0.11150375 -0.14275025 -0.17400825 0.20139975 0.22133575 0.14665075 0.21679275 0.23605175 0.249265 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 -0.0187580974013625 -0.08209085 0.474739873260003 0.518758097401362 0.58209085 "SVNP" 0.316227766016838 100 0.2 11 11
0.667273305525625 0.73875459194 0.188060779082265 0.33612343206575 0.391328498495375 0.211422587911875 0.6525715 0.737961 0.199607 0.3153555 0.414179 0.2138225 0.0490684879225289 0.0588184296770613 0.0475806628535908 0.0438234531282027 0.0953945399399087 0.0474616673641169 0.167273305525625 0.01124540806 0.061939220917735 0.23612343206575 0.108671501504625 0.038577412088125 0.1525715 0.012039 0.050393 0.2153555 0.085821 0.0361775 0.17751629047025 0.0127911913331375 -0.0993336729465375 -0.0647027537318488 0.0389166872971375 0.25375274478825 0.2057545 0.0202128 -0.08398525 -0.0661156 0.0433671 0.263875 0.0514085685697975 0.0663852411309372 0.0354764966082075 0.0701593991938953 0.0696735768187243 0.0455073018462801 0.317442017980375 0.517442017980375 0.517442017980375 0.517442017980375 0.517442017980375 0.317442017980375 0.5122575 0.7122575 0.7122575 0.7122575 0.7122575 0.5122575 0.267286074459625 0.30942579364875 0.3343666955875 0.2561513932375 0.5495640162125 0.3012597583875 0.2719775 0.3137065 0.3328045 0.255902 0.550518 0.3002335 0.00768203435665503 0.0110506094750982 0.00457838917448021 0.00393019842233491 0.0145731899240095 0.00349731350501869 0.032713925540375 0.00942579364875001 0.0343666955875 0.0438486067625 0.2495640162125 0.00125975838750003 0.0280225 0.0137065 0.0328045 0.044098 0.250518 0.000233500000000053 -0.33314215 -0.50986785 -0.508468725 -0.590602025 -0.492075225 -0.215407175 0.54665555 0.48635525 0.240077525 0.481929 0.546830925 0.6469627 -0.22721985 -0.42163645 -0.4347935 -0.5034725 -0.40280115 -0.11900765 0.49468995 0.42104075 0.17439065 0.38248365 0.4657495 0.57711725 -0.1185764 -0.3243943 -0.3427003 -0.3993768 -0.2985911 -0.01093729 0.4365649 0.3377879 0.1144999 0.2663833 0.3732701 0.5035003 0.0414532 -0.15382675 -0.21085425 -0.23426025 -0.134748 0.13366375 0.33652325 0.1869425 0.02237145 0.100944 0.2161225 0.38875075 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0.517442017980375 0.7122575 0.226984624541186 0.017442017980375 0.2122575 "SVNP" 0.316227766016838 100 0.2 10 10
0.585978797675088 0.907594676468625 0.371335426192375 0.206992967324013 0.269331133262 0.111214064249813 0.5778925 0.9178495 0.3815245 0.158299 0.3529175 0.165077 0.0374537003452273 0.0703045179180448 0.0413750205496242 0.0341509986089536 0.184394057064766 0.105804095345825 0.0859787976750875 0.157594676468625 0.121335426192375 0.106992967324013 0.230668866738 0.138785935750187 0.0778925 0.1678495 0.1315245 0.058299 0.1470825 0.084923 0.187429814363463 -0.0150539632295 -0.002848617032325 0.0154867459041125 0.066483191871 0.0873774978322375 0.2277765 -0.00389306 0.0104902 0.02169105 0.06857065 0.09939305 0.0427278597255315 0.0818962258788558 0.0511369623828179 0.0494361637026857 0.0758557010654338 0.0509872557941756 0.12784135639155 0.32784135639155 0.32784135639155 0.32784135639155 0.32784135639155 0.12784135639155 0.4057505 0.6057505 0.6057505 0.6057505 0.6057505 0.4057505 0.2919449723 0.20542735311185 0.3550925217625 0.2461985133625 0.4549104825465 0.36612259953125 0.2906355 0.2029575 0.351154 0.245236 0.471003 0.3691415 0.00417858508073867 0.0105594209324997 0.00426244550337673 0.00232625177836271 0.0189074428981366 0.00694786114476907 0.00805502769999999 0.09457264688815 0.0550925217625 0.0538014866375 0.1549104825465 0.06612259953125 0.0093645 0.0970425 0.051154 0.054764 0.171003 0.0691415 -0.34925685 -0.5867337 -0.481578925 -0.445322625 -0.4798093 -0.39432325 0.4989038 0.520977025 0.423183275 0.441234025 0.5989297 0.5042732 -0.22848425 -0.48895825 -0.39097875 -0.35652725 -0.38353835 -0.30443135 0.4442397 0.4281831 0.3518258 0.3641449 0.5204814 0.4331091 -0.08379423 -0.3866405 -0.2924607 -0.2635346 -0.2871155 -0.1995651 0.395857 0.3248439 0.2606602 0.2858886 0.4184388 0.356038 0.095465375 -0.20313375 -0.13555 -0.1207 -0.11861025 -0.049168725 0.31820425 0.1754425 0.139079 0.159587 0.25274775 0.2356595 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0.32784135639155 0.6057505 0.402841491684412 0.17215864360845 0.1057505 "SVNP" 0.316227766016838 100 0.2 24 24
0.55199087585375 0.6219864885725 0.313319364867375 0.198915298695088 0.452692168156625 0.32267835791025 0.533536 0.617139 0.3181455 0.182431 0.51938 0.350026 0.0375349819733092 0.0470235496099397 0.030019045244987 0.0174290922264654 0.142480796221862 0.077357686971652 0.05199087585375 0.1280135114275 0.063319364867375 0.0989152986950875 0.047307831843375 0.07267835791025 0.033536 0.132861 0.0681455 0.082431 0.01938 0.100026 0.105059143847362 -0.0321660395741375 -0.0338670915644375 -0.078201978891125 0.03430352948725 0.1257684225884 0.1186735 -0.03097395 -0.02460595 -0.09141875 0.0430795 0.135285 0.0233385250364728 0.0744978242177 0.0460460020121572 0.068024656213224 0.0640496788665084 0.032613317693351 0.204880782376125 0.404880782376125 0.404880782376125 0.404880782376125 0.404880782376125 0.204880782376125 0.422072 0.622072 0.622072 0.622072 0.622072 0.422072 0.251243763236125 0.371567369125 0.3316863647875 0.3147000527625 0.216453918119125 0.34897693670875 0.2566195 0.373698 0.32763 0.3105995 0.221158 0.349589 0.0071564529561366 0.0117606587287107 0.00350847112942598 0.00285376836307105 0.00905228546112134 0.00533761674291524 0.048756236763875 0.071567369125 0.0316863647875 0.0147000527625 0.083546081880875 0.04897693670875 0.0433805 0.073698 0.02763 0.0105995 0.078842 0.049589 -0.22796345 -0.550854425 -0.47762825 -0.566087475 -0.483242675 -0.248985675 0.374312625 0.508076625 0.356349925 0.489343825 0.514903825 0.463650175 -0.1626433 -0.47842475 -0.40020745 -0.4791593 -0.39714905 -0.1820336 0.3330904 0.41621225 0.294949749999999 0.3821472 0.4303534 0.40285295 -0.09311558 -0.3837305 -0.31005 -0.3957906 -0.2937717 -0.1074493 0.2855536 0.316497 0.2261911 0.2585537 0.3518503 0.3411553 0.01482495 -0.2212945 -0.16880075 -0.2498675 -0.1293415 0.008413965 0.20596 0.15123225 0.11167875 0.079380775 0.2054965 0.24982975 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0.404880782376125 0.622072 0.278572921247461 0.095119217623875 0.122072 "SVNP" 0.316227766016838 100 0.2 30 30
